timestamp,class_id,class_name,conf,x1,y1,x2,y2
2025-08-31T02:06:04.592263,1,healthy,0.7348,0.00,205.63,63.68,293.50
2025-08-31T02:06:04.592263,1,healthy,0.6371,333.62,85.87,370.61,125.79
2025-08-31T02:06:04.592263,1,healthy,0.6272,304.17,84.67,371.30,125.47
2025-08-31T02:06:05.011825,1,healthy,0.7348,0.00,205.63,63.68,293.50
2025-08-31T02:06:05.011825,1,healthy,0.6374,333.63,85.87,370.61,125.80
2025-08-31T02:06:05.011825,1,healthy,0.6272,304.17,84.67,371.30,125.48
2025-08-31T02:06:05.260162,1,healthy,0.7372,0.00,205.23,62.82,294.18
2025-08-31T02:06:05.260162,1,healthy,0.6161,303.16,84.76,370.96,125.74
2025-08-31T02:06:05.260162,1,healthy,0.6100,334.10,85.97,370.44,126.05
2025-08-31T02:06:05.739806,1,healthy,0.7406,0.00,204.81,61.97,294.85
2025-08-31T02:06:06.323792,1,healthy,0.7303,0.00,203.76,61.18,296.79
2025-08-31T02:06:06.645819,1,healthy,0.7323,0.00,204.03,61.11,295.20
2025-08-31T02:06:07.224143,1,healthy,0.7292,0.00,203.95,61.68,292.96
2025-08-31T02:06:07.656809,1,healthy,0.6954,0.00,205.03,61.26,291.34
2025-08-31T02:06:07.656809,0,bleached,0.6641,77.65,242.69,120.02,279.92
2025-08-31T02:06:08.169310,1,healthy,0.6954,0.00,205.03,61.26,291.35
2025-08-31T02:06:08.169310,0,bleached,0.6639,77.65,242.69,120.02,279.92
2025-08-31T02:06:08.525320,0,bleached,0.7624,78.96,242.89,119.54,279.65
2025-08-31T02:06:08.525320,1,healthy,0.6856,0.00,201.45,60.81,293.19
2025-08-31T02:06:08.782468,0,bleached,0.7731,79.09,242.99,119.34,280.98
2025-08-31T02:06:08.782468,1,healthy,0.6991,0.00,201.21,60.70,299.11
2025-08-31T02:06:08.991578,0,bleached,0.7744,79.01,243.11,119.05,281.20
2025-08-31T02:06:08.991578,1,healthy,0.6857,0.00,201.18,60.61,300.58
2025-08-31T02:06:08.991578,1,healthy,0.6299,309.21,85.95,368.25,126.02
2025-08-31T02:06:09.219806,0,bleached,0.7760,79.47,243.33,119.05,280.99
2025-08-31T02:06:09.219806,1,healthy,0.6803,0.00,200.46,60.37,301.19
2025-08-31T02:06:09.219806,1,healthy,0.6122,309.41,85.87,368.22,125.68
2025-08-31T02:06:09.485303,0,bleached,0.7995,80.03,244.29,119.87,278.24
2025-08-31T02:06:09.485303,1,healthy,0.6413,309.50,85.80,368.23,125.42
2025-08-31T02:06:09.485303,1,healthy,0.6401,0.00,202.06,60.23,289.04
2025-08-31T02:06:09.695787,0,bleached,0.7171,78.64,243.88,118.18,277.72
2025-08-31T02:06:09.695787,1,healthy,0.6319,309.57,85.84,368.58,125.19
2025-08-31T02:06:09.695787,1,healthy,0.6145,0.07,204.36,61.25,330.87
